healpix, glon, glat, ra, dec
10828, 316.77805, 14.16762, 212.58621, -46.57185
10829, 318.61308, 15.22602, 214.50000, -44.99388
10830, 316.52527, 15.90083, 211.50000, -44.99388
10831, 318.38055, 16.98816, 213.38710, -43.40686
10832, 320.87810, 12.65358, 218.79310, -46.57185
10833, 322.65923, 13.60111, 220.50000, -44.99388
10834, 320.65908, 14.45847, 217.50000, -44.99388
10835, 322.46385, 15.43411, 219.19355, -43.40686
10836, 324.43557, 14.52835, 222.09677, -43.40686
10837, 326.20901, 15.43815, 223.59375, -41.81031
10838, 324.26601, 16.38831, 220.78125, -41.81031
10839, 325.99510, 17.33195, 222.18750, -40.22818
10840, 320.44436, 16.25504, 216.29032, -43.40686
10841, 322.27359, 17.25839, 217.96875, -41.81031
10842, 320.23468, 18.04538, 215.15625, -41.81031
10843, 321.88843, 19.12781, 216.56250, -40.22818
10844, 323.96737, 18.27175, 219.37500, -40.22818
10845, 325.70435, 19.20080, 220.78125, -38.68219
10846, 323.59059, 20.12707, 217.96875, -38.68219
10847, 325.33842, 21.04531, 219.37500, -37.16890
10848, 312.52269, 15.29037, 206.37931, -46.57185
10849, 314.40019, 16.48022, 208.50000, -44.99388
10850, 312.24292, 16.96181, 205.50000, -44.99388
10851, 314.13651, 18.18009, 207.58065, -43.40686
10852, 316.27642, 17.63069, 210.48387, -43.40686
10853, 318.15274, 18.74642, 212.34375, -41.81031
10854, 316.03177, 19.35886, 209.53125, -41.81031
10855, 317.59061, 20.57628, 210.93750, -40.22818
10856, 311.96582, 18.63414, 204.67742, -43.40686
10857, 313.87628, 19.88031, 206.71875, -41.81031
10858, 311.69126, 20.30866, 203.90625, -41.81031
10859, 313.13498, 21.65463, 205.31250, -40.22818
10860, 315.38007, 21.16298, 208.12500, -40.22818
10861, 316.94679, 22.36791, 209.53125, -38.68219
10862, 314.64587, 22.92530, 206.71875, -38.68219
10863, 316.22196, 24.12198, 208.12500, -37.16890
10864, 319.76155, 19.89698, 213.75000, -40.22818
10865, 321.42384, 20.96585, 215.15625, -38.68219
10866, 319.20779, 21.71382, 212.34375, -38.68219
10867, 320.88090, 22.77317, 213.75000, -37.16890
10868, 323.13701, 21.95494, 216.56250, -37.16890
10869, 324.89832, 22.86587, 217.96875, -35.68533
10870, 322.60738, 23.75573, 215.15625, -35.68533
10871, 324.38451, 24.66263, 216.56250, -34.22887
10872, 318.57425, 23.49658, 210.93750, -37.16890
10873, 320.26011, 24.55018, 212.34375, -35.68533
10874, 317.86122, 25.24565, 209.53125, -35.68533
10875, 319.56144, 26.29698, 210.93750, -34.22887
10876, 322.00189, 25.52960, 213.75000, -34.22887
10877, 323.79690, 26.43555, 215.15625, -32.79717
10878, 321.32022, 27.27646, 212.34375, -32.79717
10879, 323.13495, 28.18442, 213.75000, -31.38817
10880, 296.17930, 9.48892, 181.80000, -52.80185
10881, 298.04686, 11.32481, 185.19231, -51.25581
10882, 295.86324, 11.00396, 181.73077, -51.25581
10883, 297.72732, 12.85140, 185.00000, -49.70239
10884, 299.92858, 13.06375, 188.33333, -49.70239
10885, 301.82157, 14.71666, 191.25000, -48.14121
10886, 299.60761, 14.60596, 188.03571, -48.14121
10887, 301.50162, 16.27771, 190.86207, -46.57185
10888, 295.54299, 12.52595, 181.66667, -49.70239
10889, 297.40412, 14.38515, 184.82143, -48.14121
10890, 295.21792, 14.05525, 181.60714, -48.14121
10891, 297.07662, 15.92646, 184.65517, -46.57185
10892, 299.28356, 16.15531, 187.75862, -46.57185
10893, 301.17922, 17.84575, 190.50000, -44.99388
10894, 298.95580, 17.71230, 187.50000, -44.99388
10895, 300.85376, 19.42134, 190.16129, -43.40686
10896, 303.72406, 16.29310, 193.96552, -46.57185
10897, 305.63508, 17.80142, 196.50000, -44.99388
10898, 303.40786, 17.87550, 193.50000, -44.99388
10899, 305.32561, 19.40710, 195.96774, -43.40686
10900, 307.55437, 19.24897, 198.87097, -43.40686
10901, 309.48215, 20.64214, 201.09375, -41.81031
10902, 307.25474, 20.87933, 198.28125, -41.81031
10903, 308.56391, 22.34470, 199.68750, -40.22818
10904, 303.08991, 19.46464, 193.06452, -43.40686
10905, 305.01513, 21.01921, 195.46875, -41.81031
10906, 302.76960, 21.06118, 192.65625, -41.81031
10907, 303.92703, 22.63427, 194.06250, -40.22818
10908, 306.25038, 22.54005, 196.87500, -40.22818
10909, 307.56276, 23.99448, 198.28125, -38.68219
10910, 305.16385, 24.14433, 195.46875, -38.68219
10911, 306.47917, 25.59219, 196.87500, -37.16890
10912, 294.88736, 15.59219, 181.55172, -46.57185
10913, 296.74413, 17.47575, 184.50000, -44.99388
10914, 294.55058, 17.13714, 181.50000, -44.99388
10915, 296.40592, 19.03341, 184.35484, -43.40686
10916, 298.62363, 19.27738, 187.25806, -43.40686
10917, 300.52454, 21.00504, 189.84375, -41.81031
10918, 298.28631, 20.85105, 187.03125, -41.81031
10919, 299.27835, 22.51805, 188.43750, -40.22818
10920, 294.20681, 18.69048, 181.45161, -43.40686
10921, 296.06118, 20.59987, 184.21875, -41.81031
10922, 293.85520, 20.25258, 181.40625, -41.81031
10923, 294.67273, 21.99819, 182.81250, -40.22818
10924, 296.96680, 22.30815, 185.62500, -40.22818
10925, 297.95542, 23.96419, 187.03125, -38.68219
10926, 295.57344, 23.69522, 184.21875, -38.68219
10927, 296.55691, 25.34438, 185.62500, -37.16890
10928, 301.60071, 22.62692, 191.25000, -40.22818
10929, 302.75801, 24.18929, 192.65625, -38.68219
10930, 300.35271, 24.12914, 189.84375, -38.68219
10931, 301.50882, 25.68506, 191.25000, -37.16890
10932, 303.99572, 25.69291, 194.06250, -37.16890
10933, 305.31331, 27.13815, 195.46875, -35.68533
10934, 302.74636, 27.18612, 192.65625, -35.68533
10935, 304.06515, 28.63229, 194.06250, -34.22887
10936, 299.02655, 25.56868, 188.43750, -37.16890
10937, 300.18004, 27.12195, 189.84375, -35.68533
10938, 297.62308, 26.94598, 187.03125, -35.68533
10939, 298.77217, 28.49998, 188.43750, -34.22887
10940, 301.41596, 28.62393, 191.25000, -34.22887
10941, 302.73452, 30.07427, 192.65625, -32.79717
10942, 300.00466, 30.00601, 189.84375, -32.79717
10943, 301.32115, 31.46345, 191.25000, -31.38817
10944, 310.86092, 22.04912, 202.50000, -40.22818
10945, 312.31066, 23.38352, 203.90625, -38.68219
10946, 309.94739, 23.74047, 201.09375, -38.68219
10947, 311.40377, 25.06768, 202.50000, -37.16890
10948, 313.82969, 24.64651, 205.31250, -37.16890
10949, 315.41627, 25.83888, 206.71875, -35.68533
10950, 312.93161, 26.32695, 203.90625, -35.68533
10951, 314.52940, 27.51862, 205.31250, -34.22887
10952, 308.95111, 25.38343, 199.68750, -37.16890
10953, 310.41433, 26.70742, 201.09375, -35.68533
10954, 307.87215, 26.97830, 198.28125, -35.68533
10955, 309.34202, 28.30271, 199.68750, -34.22887
10956, 311.95125, 27.96663, 202.50000, -34.22887
10957, 313.56063, 29.16098, 203.90625, -32.79717
10958, 310.88793, 29.56524, 201.09375, -32.79717
10959, 312.50891, 30.76546, 202.50000, -31.38817
10960, 317.06851, 26.96110, 208.12500, -34.22887
10961, 318.78437, 28.01346, 209.53125, -32.79717
10962, 316.19547, 28.64275, 206.71875, -32.79717
10963, 317.92796, 29.69925, 208.12500, -31.38817
10964, 320.56158, 28.99604, 210.93750, -31.38817
10965, 322.39762, 29.90886, 212.34375, -30.00000
10966, 319.72475, 30.68788, 209.53125, -30.00000
10967, 321.58347, 31.60830, 210.93750, -28.63099
10968, 315.24104, 30.29019, 205.31250, -31.38817
10969, 316.99083, 31.35382, 206.71875, -30.00000
10970, 314.20382, 31.90276, 203.90625, -30.00000
10971, 315.97127, 32.97638, 205.31250, -28.63099
10972, 318.80810, 32.35131, 208.12500, -28.63099
10973, 320.69061, 33.28203, 209.53125, -27.27961
10974, 317.80958, 33.98548, 206.71875, -27.27961
10975, 319.71672, 34.92916, 208.12500, -25.94448
10976, 306.71030, 28.52502, 196.87500, -34.22887
10977, 308.18625, 29.85323, 198.28125, -32.79717
10978, 305.46512, 30.02324, 195.46875, -32.79717
10979, 306.94617, 31.35836, 196.87500, -31.38817
10980, 309.74065, 31.12224, 199.68750, -31.38817
10981, 311.37287, 32.33133, 201.09375, -30.00000
10982, 308.50818, 32.63682, 198.28125, -30.00000
10983, 310.15087, 33.85763, 199.68750, -28.63099
10984, 304.13603, 31.47233, 194.06250, -31.38817
10985, 305.62081, 32.81725, 195.46875, -30.00000
10986, 302.72237, 32.87142, 192.65625, -30.00000
10987, 304.20906, 34.22882, 194.06250, -28.63099
10988, 307.18911, 34.10795, 196.87500, -28.63099
10989, 308.84109, 35.34318, 198.28125, -27.27961
10990, 305.78191, 35.53437, 195.46875, -27.27961
10991, 307.44152, 36.78659, 196.87500, -25.94448
10992, 313.08207, 33.47959, 202.50000, -28.63099
10993, 314.86718, 34.56598, 203.90625, -27.27961
10994, 311.87378, 35.01960, 201.09375, -27.27961
10995, 313.67616, 36.12145, 202.50000, -25.94448
10996, 316.72679, 35.58939, 205.31250, -25.94448
10997, 318.65911, 36.54863, 206.71875, -24.62432
10998, 315.55694, 37.16180, 203.90625, -24.62432
10999, 317.51464, 38.13919, 205.31250, -23.31796
11000, 310.57667, 36.52152, 199.68750, -25.94448
11001, 312.39552, 37.64144, 201.09375, -24.62432
11002, 309.18827, 37.98383, 198.28125, -24.62432
11003, 311.02229, 39.12436, 199.68750, -23.31796
11004, 314.29694, 38.70130, 202.50000, -23.31796
11005, 316.27982, 39.69942, 203.90625, -22.02431
11006, 312.94334, 40.20629, 201.09375, -22.02431
11007, 314.95074, 41.22769, 202.50000, -20.74238
11008, 327.96893, 16.31172, 225.00000, -40.22818
11009, 329.76153, 17.09976, 226.40625, -38.68219
11010, 327.76212, 18.19050, 223.59375, -38.68219
11011, 329.56425, 18.96660, 225.00000, -37.16890
11012, 331.58404, 17.80515, 227.81250, -37.16890
11013, 333.43359, 18.43049, 229.21875, -35.68533
11014, 331.39858, 19.66262, 226.40625, -35.68533
11015, 333.26208, 20.28069, 227.81250, -34.22887
11016, 327.48172, 20.04794, 222.18750, -37.16890
11017, 329.29656, 20.81529, 223.59375, -35.68533
11018, 327.12906, 21.88440, 220.78125, -35.68533
11019, 328.95951, 22.64598, 222.18750, -34.22887
11020, 331.14583, 21.50475, 225.00000, -34.22887
11021, 333.02636, 22.11808, 226.40625, -32.79717
11022, 330.82662, 23.33155, 223.59375, -32.79717
11023, 332.72711, 23.94253, 225.00000, -31.38817
11024, 335.30725, 18.97817, 230.62500, -34.22887
11025, 337.20201, 19.45046, 232.03125, -32.79717
11026, 335.15163, 20.82285, 229.21875, -32.79717
11027, 337.06408, 21.29104, 230.62500, -31.38817
11028, 339.11486, 19.84953, 233.43750, -31.38817
11029, 341.04279, 20.17754, 234.84375, -30.00000
11030, 338.99624, 21.68714, 232.03125, -30.00000
11031, 340.94492, 22.01306, 233.43750, -28.63099
11032, 334.93490, 22.65695, 227.81250, -31.38817
11033, 336.86813, 23.12303, 229.21875, -30.00000
11034, 334.65760, 24.48028, 226.40625, -30.00000
11035, 336.61463, 24.94619, 227.81250, -28.63099
11036, 338.82269, 23.51794, 230.62500, -28.63099
11037, 340.79522, 23.84337, 232.03125, -27.27961
11038, 338.59465, 25.34166, 229.21875, -27.27961
11039, 340.59412, 25.66815, 230.62500, -25.94448
11040, 326.70487, 23.70004, 219.37500, -34.22887
11041, 328.55360, 24.45867, 220.78125, -32.79717
11042, 326.20936, 25.49484, 217.96875, -32.79717
11043, 328.07886, 26.25322, 219.37500, -31.38817
11044, 330.44128, 25.14291, 222.18750, -31.38817
11045, 332.36454, 25.75384, 223.59375, -30.00000
11046, 329.98970, 26.93860, 220.78125, -30.00000
11047, 331.93843, 27.55176, 222.18750, -28.63099
11048, 325.64225, 27.26864, 216.56250, -31.38817
11049, 327.53482, 28.02939, 217.96875, -30.00000
11050, 325.00277, 29.02113, 215.15625, -30.00000
11051, 326.92057, 29.78678, 216.56250, -28.63099
11052, 329.47128, 28.71830, 219.37500, -28.63099
11053, 331.44809, 29.33590, 220.78125, -27.27961
11054, 328.88500, 30.48160, 217.96875, -27.27961
11055, 330.89244, 31.10584, 219.37500, -25.94448
11056, 334.31987, 26.29257, 225.00000, -28.63099
11057, 336.30365, 26.76022, 226.40625, -27.27961
11058, 333.92141, 28.09353, 223.59375, -27.27961
11059, 335.93489, 28.56480, 225.00000, -25.94448
11060, 338.31219, 27.15797, 227.81250, -25.94448
11061, 340.34173, 27.48709, 229.21875, -24.62432
11062, 337.97500, 28.96655, 226.40625, -24.62432
11063, 340.03779, 29.29985, 227.81250, -23.31796
11064, 333.46151, 29.88277, 222.18750, -25.94448
11065, 335.50763, 30.35955, 223.59375, -24.62432
11066, 332.93905, 31.65984, 220.78125, -24.62432
11067, 335.02076, 32.14403, 222.18750, -23.31796
11068, 337.58241, 30.76702, 225.00000, -23.31796
11069, 339.68170, 31.10608, 226.40625, -22.02431
11070, 337.13336, 32.55897, 223.59375, -22.02431
11071, 339.27249, 32.90538, 225.00000, -20.74238
11072, 342.98283, 20.43658, 236.25000, -28.63099
11073, 344.93208, 20.62880, 237.65625, -27.27961
11074, 342.90695, 22.27071, 234.84375, -27.27961
11075, 344.87922, 22.46203, 236.25000, -25.94448
11076, 346.88770, 20.75633, 239.06250, -25.94448
11077, 348.84701, 20.82138, 240.46875, -24.62432
11078, 346.85874, 22.58902, 237.65625, -24.62432
11079, 348.84261, 22.65374, 239.06250, -23.31796
11080, 342.78234, 24.10103, 233.43750, -25.94448
11081, 344.78078, 24.29269, 234.84375, -24.62432
11082, 342.60949, 25.92721, 232.03125, -24.62432
11083, 344.63725, 26.12046, 233.43750, -23.31796
11084, 346.78731, 24.42022, 236.25000, -23.31796
11085, 348.79884, 24.48555, 237.65625, -22.02431
11086, 346.67399, 26.24961, 234.84375, -22.02431
11087, 348.71639, 26.31649, 236.25000, -20.74238
11088, 350.80744, 20.82616, 241.87500, -23.31796
11089, 352.76661, 20.77294, 243.28125, -22.02431
11090, 350.82807, 22.65831, 240.46875, -22.02431
11091, 352.81257, 22.60490, 241.87500, -20.74238
11092, 354.72231, 20.66405, 244.68750, -20.74238
11093, 356.67254, 20.50184, 246.09375, -19.47122
11094, 354.79372, 22.49576, 243.28125, -19.47122
11095, 356.76934, 22.33319, 244.68750, -18.20996
11096, 350.81243, 24.49070, 239.06250, -20.74238
11097, 352.82531, 24.43777, 240.46875, -19.47122
11098, 350.76130, 26.32303, 237.65625, -19.47122
11099, 352.80574, 26.27126, 239.06250, -18.20996
11100, 354.83491, 24.32894, 241.87500, -18.20996
11101, 356.83889, 24.16646, 243.28125, -16.95776
11102, 354.84695, 26.16329, 240.46875, -16.95776
11103, 356.88238, 26.00133, 241.87500, -15.71386
11104, 342.38854, 27.74894, 230.62500, -23.31796
11105, 344.44888, 27.94501, 232.03125, -22.02431
11106, 342.11931, 29.56590, 229.21875, -22.02431
11107, 344.21559, 29.76604, 230.62500, -20.74238
11108, 346.51912, 28.07687, 233.43750, -20.74238
11109, 348.59571, 28.14626, 234.84375, -19.47122
11110, 346.32276, 29.90172, 232.03125, -19.47122
11111, 348.43703, 29.97458, 233.43750, -18.20996
11112, 341.80131, 31.37775, 227.81250, -20.74238
11113, 343.93704, 31.58323, 229.21875, -19.47122
11114, 341.43370, 33.18412, 226.40625, -19.47122
11115, 343.61254, 33.39626, 227.81250, -18.20996
11116, 346.08474, 31.72387, 230.62500, -18.20996
11117, 348.24035, 31.80118, 232.03125, -16.95776
11118, 345.80456, 33.54301, 229.21875, -16.95776
11119, 348.00540, 33.62580, 230.62500, -15.71386
11120, 350.67528, 28.15501, 236.25000, -18.20996
11121, 352.75461, 28.10507, 237.65625, -16.95776
11122, 350.55476, 29.98636, 234.84375, -16.95776
11123, 352.67250, 29.93896, 236.25000, -15.71386
11124, 354.83072, 27.99852, 239.06250, -15.71386
11125, 356.90087, 27.83752, 240.46875, -14.47751
11126, 354.78702, 29.83439, 237.65625, -14.47751
11127, 356.89534, 29.67479, 239.06250, -13.24801
11128, 350.39995, 31.81684, 233.43750, -15.71386
11129, 352.55983, 31.77268, 234.84375, -14.47751
11130, 350.21084, 33.64621, 232.03125, -14.47751
11131, 352.41685, 33.60601, 233.43750, -13.24801
11132, 354.71648, 31.67067, 236.25000, -13.24801
11133, 356.86667, 31.51292, 237.65625, -12.02470
11134, 354.61963, 33.50714, 234.84375, -12.02470
11135, 356.81567, 33.35170, 236.25000, -10.80692
11136, 324.28971, 30.75183, 213.75000, -28.63099
11137, 326.23476, 31.52489, 215.15625, -27.27961
11138, 323.50141, 32.46016, 212.34375, -27.27961
11139, 325.47555, 33.24308, 213.75000, -25.94448
11140, 328.22939, 32.22796, 216.56250, -25.94448
11141, 330.26993, 32.86104, 217.96875, -24.62432
11142, 327.50251, 33.95674, 215.15625, -24.62432
11143, 329.57857, 34.60088, 216.56250, -23.31796
11144, 322.63579, 34.14534, 210.93750, -25.94448
11145, 324.64069, 34.94059, 212.34375, -24.62432
11146, 321.69029, 35.80648, 209.53125, -24.62432
11147, 323.72744, 36.61653, 210.93750, -23.31796
11148, 326.70197, 35.66720, 213.75000, -23.31796
11149, 328.81590, 36.32464, 215.15625, -22.02431
11150, 325.82490, 37.35845, 212.34375, -22.02431
11151, 327.97895, 38.03147, 213.75000, -20.74238
11152, 332.35245, 33.42423, 219.37500, -23.31796
11153, 334.47274, 33.91775, 220.78125, -22.02431
11154, 331.69972, 35.17536, 217.96875, -22.02431
11155, 333.86160, 35.68016, 219.37500, -20.74238
11156, 336.62639, 34.34194, 222.18750, -20.74238
11157, 338.80881, 34.69735, 223.59375, -19.47122
11158, 336.05960, 36.11543, 220.78125, -19.47122
11159, 338.28892, 36.48152, 222.18750, -18.20996
11160, 330.97836, 36.91253, 216.56250, -20.74238
11161, 333.18488, 37.43063, 217.96875, -19.47122
11162, 330.18540, 38.63497, 215.15625, -19.47122
11163, 332.43965, 39.16845, 216.56250, -18.20996
11164, 335.43066, 37.87887, 219.37500, -18.20996
11165, 337.71061, 38.25740, 220.78125, -16.95776
11166, 334.73669, 39.63163, 217.96875, -16.95776
11167, 337.07119, 40.02443, 219.37500, -15.71386
11168, 320.66194, 37.44250, 208.12500, -23.31796
11169, 322.73261, 38.26982, 209.53125, -22.02431
11170, 319.54731, 39.05216, 206.71875, -22.02431
11171, 321.65249, 39.89928, 208.12500, -20.74238
11172, 324.86794, 39.02948, 210.93750, -20.74238
11173, 327.06424, 39.72043, 212.34375, -19.47122
11174, 323.82716, 40.67913, 209.53125, -19.47122
11175, 326.06771, 41.39042, 210.93750, -18.20996
11176, 318.34253, 40.63406, 205.31250, -20.74238
11177, 320.48290, 41.50350, 206.71875, -19.47122
11178, 317.04328, 42.18656, 203.90625, -19.47122
11179, 319.21912, 43.08092, 205.31250, -18.20996
11180, 322.69812, 42.30607, 208.12500, -18.20996
11181, 324.98470, 43.04019, 209.53125, -16.95776
11182, 321.47574, 43.90880, 206.71875, -16.95776
11183, 323.80989, 44.66832, 208.12500, -15.71386
11184, 329.31729, 40.34179, 213.75000, -18.20996
11185, 331.62238, 40.89281, 215.15625, -16.95776
11186, 328.36991, 42.03198, 212.34375, -16.95776
11187, 330.72895, 42.60281, 213.75000, -15.71386
11188, 333.97430, 41.37298, 216.56250, -15.71386
11189, 336.36744, 41.78200, 217.96875, -14.47751
11190, 333.13946, 43.10213, 215.15625, -14.47751
11191, 335.59551, 43.52939, 216.56250, -13.24801
11192, 327.33847, 43.70439, 210.93750, -15.71386
11193, 329.75457, 44.29740, 212.34375, -14.47751
11194, 326.21749, 45.35772, 209.53125, -14.47751
11195, 328.69368, 45.97540, 210.93750, -13.24801
11196, 332.22744, 44.81815, 213.75000, -13.24801
11197, 334.75088, 45.26583, 215.15625, -12.02470
11198, 331.23274, 46.52001, 212.34375, -12.02470
11199, 333.82823, 46.99042, 213.75000, -10.80692
11200, 341.01531, 34.98466, 225.00000, -18.20996
11201, 343.24112, 35.20480, 226.40625, -16.95776
11202, 340.54455, 36.77896, 223.59375, -16.95776
11203, 342.82142, 37.00850, 225.00000, -15.71386
11204, 345.48148, 35.35887, 227.81250, -15.71386
11205, 347.73170, 35.44817, 229.21875, -14.47751
11206, 345.11441, 37.17113, 226.40625, -14.47751
11207, 347.41845, 37.26805, 227.81250, -13.24801
11208, 340.01944, 38.56657, 222.18750, -15.71386
11209, 342.35171, 38.80699, 223.59375, -14.47751
11210, 339.43751, 40.34704, 220.78125, -14.47751
11211, 341.82984, 40.59987, 222.18750, -13.24801
11212, 344.70193, 38.97949, 225.00000, -13.24801
11213, 347.06460, 39.08518, 226.40625, -12.02470
11214, 344.24223, 40.78363, 223.59375, -12.02470
11215, 346.66873, 40.89929, 225.00000, -10.80692
11216, 349.98721, 35.47423, 230.62500, -13.24801
11217, 352.24364, 35.43876, 232.03125, -12.02470
11218, 349.72861, 37.30070, 229.21875, -12.02470
11219, 352.04010, 37.27072, 230.62500, -10.80692
11220, 354.49686, 35.34364, 233.43750, -10.80692
11221, 356.74303, 35.19095, 234.84375, -9.59407
11222, 354.34844, 37.17998, 232.03125, -9.59407
11223, 356.64941, 37.03051, 233.43750, -8.38554
11224, 349.43435, 39.12540, 227.81250, -10.80692
11225, 351.80597, 39.10173, 229.21875, -9.59407
11226, 349.10347, 40.94811, 226.40625, -9.59407
11227, 351.54073, 40.93161, 227.81250, -8.38554
11228, 354.17451, 39.01600, 230.62500, -8.38554
11229, 356.53537, 38.87025, 232.03125, -7.18076
11230, 353.97508, 40.85157, 229.21875, -7.18076
11231, 356.40142, 40.71001, 230.62500, -5.97916
11232, 338.79580, 42.11982, 219.37500, -13.24801
11233, 341.25316, 42.38671, 220.78125, -12.02470
11234, 338.09076, 43.88434, 217.96875, -12.02470
11235, 340.61849, 44.16702, 219.37500, -10.80692
11236, 343.73308, 42.58319, 222.18750, -10.80692
11237, 346.22907, 42.71011, 223.59375, -9.59407
11238, 343.17174, 44.37779, 220.78125, -9.59407
11239, 345.74342, 44.51736, 222.18750, -8.38554
11240, 337.31815, 45.63994, 216.56250, -10.80692
11241, 339.92201, 45.94028, 217.96875, -9.59407
11242, 336.47297, 47.38586, 215.15625, -9.59407
11243, 339.15918, 47.70588, 216.56250, -8.38554
11244, 342.55491, 46.16702, 219.37500, -8.38554
11245, 345.20907, 46.32071, 220.78125, -7.18076
11246, 341.87863, 47.95043, 217.96875, -7.18076
11247, 344.62278, 48.11983, 219.37500, -5.97916
11248, 348.73470, 42.76864, 225.00000, -8.38554
11249, 351.24369, 42.76020, 226.40625, -7.18076
11250, 348.32644, 44.58675, 223.59375, -7.18076
11251, 350.91386, 44.58734, 225.00000, -5.97916
11252, 353.75001, 42.68656, 227.81250, -5.97916
11253, 356.24801, 42.54970, 229.21875, -4.78019
11254, 353.49899, 44.52083, 226.40625, -4.78019
11255, 356.07553, 44.38921, 227.81250, -3.58332
11256, 347.87667, 46.40223, 222.18750, -5.97916
11257, 350.54999, 46.41288, 223.59375, -4.78019
11258, 347.38293, 48.21484, 220.78125, -4.78019
11259, 350.15048, 48.23665, 222.18750, -3.58332
11260, 353.22155, 46.35429, 225.00000, -3.58332
11261, 355.88429, 46.22844, 226.40625, -2.38802
11262, 352.91702, 48.18682, 223.59375, -2.38802
11263, 355.67459, 48.06732, 225.00000, -1.19375
11264, 304.33263, -27.89906, 315.00000, -88.53803
11265, 304.87575, -29.49959, 337.50000, -87.07582
11266, 306.18475, -27.58044, 292.50000, -87.07582
11267, 307.19525, -29.39738, 315.00000, -85.61313
11268, 305.32154, -30.98631, 345.00000, -85.61313
11269, 305.75973, -32.43966, 348.75000, -84.14973
11270, 307.89233, -31.05948, 326.25000, -84.14973
11271, 308.49228, -32.63279, 333.00000, -82.68538
11272, 307.86231, -27.20597, 285.00000, -85.61313
11273, 309.18726, -29.07517, 303.75000, -84.14973
11274, 309.48722, -26.81177, 281.25000, -84.14973
11275, 311.02192, -28.68247, 297.00000, -82.68538
11276, 310.14456, -30.83412, 315.00000, -82.68538
11277, 310.94350, -32.50065, 322.50000, -81.21982
11278, 312.19671, -30.48281, 307.50000, -81.21982
11279, 313.18635, -32.20424, 315.00000, -79.75283
11280, 306.20522, -33.87875, 351.00000, -82.68538
11281, 306.66328, -35.31032, 352.50000, -81.21982
11282, 309.05976, -34.15489, 337.50000, -81.21982
11283, 309.62060, -35.64521, 340.71429, -79.75283
11284, 307.13693, -36.73739, 353.57143, -79.75283
11285, 307.62850, -38.16150, 354.37500, -78.28415
11286, 310.18757, -37.11443, 343.12500, -78.28415
11287, 310.76827, -38.56883, 345.00000, -76.81353
11288, 311.67006, -34.10134, 327.85714, -79.75283
11289, 312.36537, -35.65526, 331.87500, -78.28415
11290, 314.07773, -33.85978, 320.62500, -78.28415
11291, 314.91829, -35.46325, 325.00000, -76.81353
11292, 313.05187, -37.17508, 335.00000, -76.81353
11293, 313.74328, -38.66924, 337.50000, -75.34073
11294, 315.73628, -37.02564, 328.50000, -75.34073
11295, 316.54998, -38.55520, 331.36364, -73.86550
11296, 311.08510, -26.40070, 279.00000, -82.68538
11297, 312.76881, -28.25462, 292.50000, -81.21982
11298, 312.66457, -25.97323, 277.50000, -81.21982
11299, 314.46001, -27.80287, 289.28571, -79.75283
11300, 314.11940, -30.06590, 302.14286, -79.75283
11301, 315.27843, -31.81407, 309.37500, -78.28415
11302, 315.95327, -29.60819, 298.12500, -78.28415
11303, 317.25916, -31.36423, 305.00000, -76.81353
11304, 314.22941, -25.52961, 276.42857, -79.75283
11305, 316.11212, -27.33158, 286.87500, -78.28415
11306, 315.78157, -25.07006, 275.62500, -78.28415
11307, 317.73462, -26.84278, 285.00000, -76.81353
11308, 317.72267, -29.12122, 295.00000, -76.81353
11309, 319.15513, -30.87258, 301.50000, -75.34073
11310, 319.44292, -28.61090, 292.50000, -75.34073
11311, 320.98459, -30.34916, 298.63636, -73.86550
11312, 316.32586, -33.50224, 315.00000, -76.81353
11313, 317.30973, -35.13857, 319.50000, -75.34073
11314, 318.44866, -33.06770, 310.50000, -75.34073
11315, 319.56764, -34.72220, 315.00000, -73.86550
11316, 318.26078, -36.73123, 323.18182, -73.86550
11317, 319.19994, -38.28714, 326.25000, -72.38756
11318, 320.64716, -36.33302, 318.75000, -72.38756
11319, 321.70935, -37.90535, 321.92308, -70.90667
11320, 320.47175, -32.57855, 306.81818, -73.86550
11321, 321.71507, -34.23934, 311.25000, -72.38756
11322, 322.41410, -32.04829, 303.75000, -72.38756
11323, 323.77038, -33.70608, 308.07692, -70.90667
11324, 322.91530, -35.85776, 315.00000, -70.90667
11325, 324.09473, -37.43732, 318.21429, -69.42255
11326, 325.08215, -35.32338, 311.78571, -69.42255
11327, 326.37128, -36.90217, 315.00000, -67.93493
11328, 308.14019, -39.58351, 355.00000, -76.81353
11329, 308.67423, -41.00396, 355.50000, -75.34073
11330, 311.36805, -40.01230, 346.50000, -75.34073
11331, 311.99120, -41.44733, 347.72727, -73.86550
11332, 309.23302, -42.42316, 355.90909, -73.86550
11333, 309.81917, -43.84130, 356.25000, -72.38756
11334, 312.64163, -42.87556, 348.75000, -72.38756
11335, 313.32317, -44.29806, 349.61538, -70.90667
11336, 314.44900, -40.14345, 339.54545, -73.86550
11337, 315.17617, -41.60164, 341.25000, -72.38756
11338, 317.37221, -40.05801, 333.75000, -72.38756
11339, 318.21272, -41.53849, 335.76923, -70.90667
11340, 315.93077, -43.04654, 342.69231, -70.90667
11341, 316.71824, -44.48006, 343.92857, -69.42255
11342, 319.07953, -42.99988, 337.50000, -69.42255
11343, 319.97968, -44.44452, 339.00000, -67.93493
11344, 310.43560, -45.25846, 356.53846, -70.90667
